233369,
233377,233377
233378,
233379,
233388,233388
233389,
233399,233399
233444,233444
233445,233445
233446,233446
233447,233447
233448,233448
233449,233449
233455,233455
233456,233456
233457,233457
233458,233458
233459,233459
233466,233466
233467,233467
233468,233468
233469,233469
233477,233477
233478,233478
233479,233479
233488,233488
233489,233489
233499,233499
233555,233555
233556,233556
233557,233557
233558,233558
233559,233559
233566,233566
233567,233567
233568,233568
233569,233569
233577,233577
233578,233578
233579,233579
233588,233588
233589,233589
233599,233599
233666,233666
233667,233667
233668,233668
233669,233669
233677,233677
233678,233678
233679,233679
233688,233688
233689,233689
233699,233699
233777,233777
233778,233778
233779,233779
233788,233788
233789,233789
233799,233799
233888,233888
233889,233889
233899,233899
233999,233999
234444,
234445,
234446,
234447,
234448,
234449,
234455,234455
234456,234456
234457,234457
234458,234458
234459,234459
234466,234466
234467,234467
234468,234468
234469,234469
234477,234477
234478,234478
234479,234479
234488,234488
234489,234489
234499,234499
234555,
234556,234556
234557,234557
234558,234558
234559,234559
234566,234566
234577,234577
234588,234588
234599,234599
234666,
234667,234667
234668,234668
234669,234669
234677,234677
234688,234688
234699,234699
234777,
234778,234778
234779,234779
234788,234788
234799,234799
234888,
234889,234889
234899,234899
234999,
235555,
235556,
235557,
235558,
235559,
235566,235566
235567,235567
235568,235568
235569,235569
235577,235577
235578,235578
235579,235579
235588,235588
235589,235589
235599,235599
235666,
235667,235667
235668,235668
235669,235669
235677,235677
235688,235688
235699,235699
235777,
235778,235778
235779,235779
235788,235788
235799,235799
235888,
235889,235889
235899,235899
235999,
236666,
236667,
236668,
236669,
236677,236677
236678,236678
236679,236679
236688,236688
236689,236689
236699,236699
236777,
236778,236778
236779,236779
236788,236788
236799,236799
236888,
236889,236889
236899,236899
236999,
237777,
237778,
237779,
237788,237788
237789,237789
237799,237799
237888,
237889,237889
237899,237899
237999,
238888,
238889,
238899,238899
238999,
239999,
244444,
244445,
244446,
244447,
244448,
244449,
244455,244455
244456,
244457,
244458,
244459,
244466,244466
244467,
244468,
244469,
244477,244477
244478,
244479,
244488,244488
244489,
244499,244499
244555,244555
244556,244556
244557,244557
244558,244558
244559,244559
244566,244566
244567,244567
244568,244568
244569,244569
244577,244577
244578,244578
244579,244579
244588,244588
244589,244589
244599,244599
244666,244666
244667,244667
244668,244668
244669,244669
244677,244677
244678,244678
244679,244679
244688,244688
244689,244689
244699,244699
244777,244777
244778,244778
244779,244779
244788,244788
244789,244789
244799,244799
244888,244888
244889,244889
244899,244899
244999,244999
245555,
245556,
245557,
245558,
245559,
245566,245566
245567,245567
245568,245568
245569,245569
245577,245577
245578,245578
245579,245579
245588,245588
245589,245589
245599,245599
245666,
245667,245667
245668,245668
245669,245669
245677,245677
245688,245688
245699,245699
245777,
245778,245778
245779,245779
245788,245788
245799,245799
245888,
245889,245889
245899,245899
245999,
246666,
246667,
246668,
246669,
246677,246677
246678,246678
246679,246679
246688,246688
246689,246689
246699,246699
246777,
246778,246778
246779,246779
246788,246788
246799,246799
246888,
246889,246889
246899,246899
246999,
247777,
247778,
247779,
247788,247788
247789,247789
247799,247799
247888,
247889,247889
247899,247899
247999,
248888,
248889,
248899,248899
248999,
249999,
255555,
255556,
255557,
255558,
255559,
255566,255566
255567,
255568,
255569,
255577,255577
255578,
255579,
255588,255588
255589,
255599,255599
255666,255666
255667,255667
255668,255668
255669,255669
255677,255677
255678,255678
255679,255679
255688,255688
255689,255689
255699,255699
255777,255777
255778,255778
255779,255779
255788,255788
255789,255789
255799,255799
255888,255888
255889,255889
255899,255899
255999,255999
256666,
256667,
256668,
256669,
256677,256677
256678,256678
256679,256679
256688,256688
256689,256689
256699,256699
256777,
256778,256778
256779,256779
256788,256788
256799,256799
256888,
256889,256889
256899,256899
256999,
257777,
257778,
257779,
257788,257788
257789,257789
257799,257799
257888,
257889,257889
257899,257899
257999,
258888,
258889,
258899,258899
258999,
259999,
266666,
266667,
266668,
266669,
266677,266677
266678,
266679,
266688,266688
266689,
266699,266699
266777,266777
266778,266778
266779,266779
266788,266788
266789,266789
266799,266799
266888,266888
266889,266889
266899,266899
266999,266999
267777,
267778,
267779,
267788,267788
267789,267789
267799,267799
267888,
267889,267889
267899,267899
267999,
268888,
268889,
268899,268899
268999,
269999,
277777,
277778,
277779,
277788,277788
277789,
277799,277799
277888,277888
277889,277889
277899,277899
277999,277999
278888,
278889,
278899,278899
278999,
279999,
288888,
288889,
288899,288899
288999,288999
289999,
299999,
333333,
333334,
333335,
333336,
333337,
333338,
333339,
333344,333344
333345,
333346,
333347,
333348,
333349,
333355,333355
333356,
333357,
333358,
333359,
333366,333366
333367,
333368,
333369,
333377,333377
333378,
333379,
333388,333388
333389,
333399,333399
333444,
333445,333445
333446,333446
333447,333447
333448,333448
333449,333449
333455,333455
333456,
333457,
333458,
333459,
333466,333466
333467,
333468,
333469,
333477,333477
333478,
333479,
333488,333488
333489,
333499,333499
333555,
333556,333556
333557,333557
333558,333558
333559,333559
333566,333566
333567,
333568,
333569,
333577,333577
333578,
333579,
333588,333588
333589,
333599,333599
333666,
333667,333667
333668,333668
333669,333669
333677,333677
333678,
333679,
333688,333688
333689,
333699,333699
333777,
333778,333778
333779,333779
333788,333788
333789,
333799,333799
333888,
333889,333889
333899,333899
333999,
334444,334444
334445,334445
334446,334446
334447,334447
334448,334448
334449,334449
334455,334455
334456,334456
334457,334457
334458,334458
334459,334459
334466,334466
334467,334467
334468,334468
334469,334469
334477,334477
334478,334478
334479,334479
334488,334488
334489,334489
334499,334499
334555,334555
334556,334556
334557,334557
334558,334558
334559,334559
334566,334566
334567,334567
334568,334568
334569,334569
334577,334577
334578,334578
334579,334579
334588,334588
334589,334589
334599,334599
334666,334666
334667,334667
334668,334668
334669,334669
334677,334677
334678,334678
334679,334679
334688,334688
334689,334689
334699,334699
334777,334777
334778,334778
334779,334779
334788,334788
334789,334789
334799,334799
334888,334888
334889,334889
334899,334899
334999,334999
335555,335555
335556,335556
335557,335557
335558,335558
335559,335559
335566,335566
335567,335567
335568,335568
335569,335569
335577,335577
335578,335578
335579,335579
335588,335588
335589,335589
335599,335599
335666,335666
335667,335667
335668,335668
335669,335669
335677,335677
335678,335678
335679,335679
335688,335688
335689,335689
335699,335699
335777,335777
335778,335778
335779,335779
335788,335788
335789,335789
335799,335799
335888,335888
335889,335889
335899,335899
335999,335999
336666,336666
336667,336667
336668,336668
336669,336669
336677,336677
336678,336678
336679,336679
336688,336688
336689,336689
336699,336699
336777,336777
336778,336778
336779,336779
336788,336788
336789,336789
336799,336799
336888,336888
336889,336889
336899,336899
336999,336999
337777,337777
337778,337778
337779,337779
337788,337788
337789,337789
337799,337799
337888,337888
337889,337889
337899,337899
337999,337999
338888,338888
338889,338889
338899,338899
338999,338999
339999,339999
344444,
344445,
344446,
344447,
344448,
344449,
344455,344455
344456,
344457,
344458,
344459,
344466,344466
344467,
344468,
344469,
344477,344477
344478,
344479,
344488,344488
344489,
344499,344499
344555,344555
344556,344556
344557,344557
344558,344558
344559,344559
344566,344566
344567,344567
344568,344568
344569,344569
344577,344577
344578,344578
344579,344579
344588,344588
344589,344589
344599,344599
344666,344666
344667,344667
344668,344668
344669,344669
344677,344677
344678,344678
344679,344679
344688,344688
344689,344689
344699,344699
344777,344777
344778,344778
344779,344779
344788,344788
344789,344789
344799,344799
344888,344888
344889,344889
344899,344899
344999,344999
345555,
345556,
345557,
345558,
345559,
345566,345566
345567,345567
345568,345568
345569,345569
345577,345577
345578,345578
345579,345579
345588,345588
345589,345589
345599,345599
345666,
345667,345667
345668,345668
345669,345669
345677,345677
345688,345688
345699,345699
345777,
345778,345778
345779,345779
345788,345788
345799,345799
345888,
345889,345889
345899,345899
345999,
346666,
346667,
346668,
346669,
346677,346677
346678,346678
346679,346679
346688,346688
346689,346689
346699,346699
346777,
346778,346778
346779,346779
346788,346788
346799,346799
346888,
346889,346889
346899,346899
346999,
347777,
347778,
347779,
347788,347788
347789,347789
347799,347799
347888,
347889,347889
347899,347899
347999,
348888,
348889,
348899,348899
348999,
349999,
355555,
355556,
355557,
355558,
355559,
355566,355566
355567,
355568,
355569,
355577,355577
355578,
355579,
355588,355588
355589,
355599,355599
355666,355666
355667,355667
355668,355668
355669,355669
355677,355677
355678,355678
355679,355679
355688,355688
355689,355689
355699,355699
355777,355777
355778,355778
355779,355779
355788,355788
355789,355789
355799,355799
355888,355888
355889,355889
355899,355899
355999,355999
356666,
356667,
356668,
356669,
356677,356677
356678,356678
356679,356679
356688,356688
356689,356689
356699,356699
356777,
356778,356778
356779,356779
356788,356788
356799,356799
356888,
356889,356889
356899,356899
356999,
357777,
357778,
357779,
357788,357788
357789,357789
357799,357799
357888,
357889,357889
357899,357899
357999,
358888,
358889,
358899,358899
358999,
359999,
366666,
366667,
366668,
366669,
366677,366677
366678,
366679,
366688,366688
366689,
366699,366699
366777,366777
366778,366778
366779,366779
366788,366788
366789,366789
366799,366799
366888,366888
366889,366889
366899,366899
366999,366999
367777,
367778,
367779,
367788,367788
367789,367789
367799,367799
367888,
367889,367889
367899,367899
367999,
368888,
368889,
368899,368899
368999,
369999,
377777,
377778,
377779,
377788,377788
377789,
377799,377799
377888,377888
377889,377889
377899,377899
377999,377999
378888,
378889,
378899,378899
378999,
379999,
388888,
388889,
388899,388899
388999,388999
389999,
399999,
444444,
444445,
444446,
444447,
444448,
444449,
444455,444455
444456,
444457,
444458,
444459,
444466,444466
444467,
444468,
444469,
444477,444477
444478,
444479,
444488,444488
444489,
444499,444499
444555,
444556,444556
444557,444557
444558,444558
444559,444559
444566,444566
444567,
444568,
444569,
444577,444577
444578,
444579,
444588,444588
444589,
444599,444599
444666,
444667,444667
444668,444668
444669,444669
444677,444677
444678,
444679,
444688,444688
444689,
444699,444699
444777,
444778,444778
444779,444779
444788,444788
444789,
444799,444799
444888,
444889,444889
444899,444899
444999,
445555,445555
445556,445556
445557,445557
445558,445558
445559,445559
445566,445566
445567,445567
445568,445568
445569,445569
445577,445577
445578,445578
445579,445579
445588,445588
445589,445589
445599,445599
445666,445666
445667,445667
445668,445668
445669,445669
445677,445677
445678,445678
445679,445679
445688,445688
445689,445689
445699,445699
445777,445777
445778,445778
445779,445779
445788,445788
445789,445789
445799,445799
445888,445888
445889,445889
445899,445899
445999,445999
446666,446666
446667,446667
446668,446668
446669,446669
446677,446677
446678,446678
446679,446679
446688,446688
446689,446689
446699,446699
446777,446777
446778,446778
446779,446779
446788,446788
446789,446789
446799,446799
446888,446888
446889,446889
446899,446899
446999,446999
447777,447777
447778,447778
447779,447779
447788,447788
447789,447789
447799,447799
447888,447888
447889,447889
447899,447899
447999,447999
448888,448888
448889,448889
448899,448899
448999,448999
449999,449999
455555,
455556,
455557,
455558,
455559,
455566,455566
455567,
455568,
455569,
455577,455577
455578,
455579,
455588,455588
455589,
455599,455599
455666,455666
455667,455667
455668,455668
455669,455669
455677,455677
455678,455678
455679,455679
455688,455688
455689,455689
455699,455699
455777,455777
455778,455778
455779,455779
455788,455788
455789,455789
455799,455799
455888,455888
455889,455889
455899,455899
455999,455999
456666,
456667,
456668,
456669,
456677,456677
456678,456678
456679,456679
456688,456688
456689,456689
456699,456699
456777,
456778,456778
456779,456779
456788,456788
456799,456799
456888,
456889,456889
456899,456899
456999,
457777,
457778,
457779,
457788,457788
457789,457789
457799,457799
457888,
457889,457889
457899,457899
457999,
458888,
458889,
458899,458899
458999,
459999,
466666,
466667,
466668,
466669,
466677,466677
466678,
466679,
466688,466688
466689,
466699,466699
466777,466777
466778,466778
466779,466779
466788,466788
466789,466789
466799,466799
466888,466888
466889,466889
466899,466899
466999,466999
467777,
467778,
467779,
467788,467788
467789,467789
467799,467799
467888,
467889,467889
467899,467899
467999,
468888,
468889,
468899,468899
468999,
469999,
477777,
477778,
477779,
477788,477788
477789,
477799,477799
477888,477888
477889,477889
477899,477899
477999,477999
478888,
478889,
478899,478899
478999,
479999,
488888,
488889,
488899,488899
488999,488999
489999,
499999,
555555,
555556,
555557,
555558,
555559,
555566,555566
555567,
555568,
555569,
555577,555577
555578,
555579,
555588,555588
555589,
555599,555599
555666,
555667,555667
555668,555668
555669,555669
555677,555677
555678,
555679,
555688,555688
555689,
555699,555699
555777,
555778,555778
555779,555779
555788,555788
555789,
555799,555799
555888,
555889,555889
555899,555899
555999,
556666,556666
556667,556667
556668,556668
556669,556669
556677,556677
556678,556678
556679,556679
556688,556688
556689,556689
556699,556699
556777,556777
556778,556778
556779,556779
556788,556788
556789,556789
556799,556799
556888,556888
556889,556889
556899,556899
556999,556999
557777,557777
557778,557778
557779,557779
557788,557788
557789,557789
557799,557799
557888,557888
557889,557889
557899,557899
557999,557999
558888,558888
558889,558889
558899,558899
558999,558999
559999,559999
566666,
566667,
566668,
566669,
566677,566677
566678,
566679,
566688,566688
566689,
566699,566699
566777,566777
566778,566778
566779,566779
566788,566788
566789,566789
566799,566799
566888,566888
566889,566889
566899,566899
566999,566999
567777,
567778,
567779,
567788,567788
567789,567789
567799,567799
567888,
567889,567889
567899,567899
567999,
568888,
568889,
568899,568899
568999,
569999,
577777,
577778,
577779,
577788,577788
577789,
577799,577799
577888,577888
577889,577889
577899,577899
577999,577999
578888,
578889,
578899,578899
578999,
579999,
588888,
588889,
588899,588899
588999,588999
589999,
599999,
